team,finish,path,count,percentage,simulation_runs,simulation_seed
Senegal,Exit SF,England > France,748,3.0,25000,20260605
Senegal,Exit SF,England > Poland,635,2.5,25000,20260605
Senegal,Runner-up,England > France > Spain,62,0.2,25000,20260605
Senegal,Runner-up,England > France > Portugal,60,0.2,25000,20260605
Senegal,Runner-up,England > Poland > Portugal,49,0.2,25000,20260605
Senegal,Runner-up,England > Poland > Spain,48,0.2,25000,20260605
Senegal,Runner-up,England > France > Switzerland,39,0.2,25000,20260605
Senegal,Runner-up,England > Poland > Switzerland,28,0.1,25000,20260605
Senegal,Runner-up,England > Poland > Morocco,24,0.1,25000,20260605
Senegal,Runner-up,England > France > Morocco,21,0.1,25000,20260605
Senegal,Champion,England > France > Spain > Brazil,6,0.0,25000,20260605
Senegal,Champion,England > France > Switzerland > Argentina,3,0.0,25000,20260605
Senegal,Champion,England > France > Portugal > Netherlands,2,0.0,25000,20260605
Senegal,Champion,England > France > Spain > Argentina,2,0.0,25000,20260605
Senegal,Champion,England > France > Spain > Croatia,2,0.0,25000,20260605
Senegal,Champion,England > France > Spain > Netherlands,2,0.0,25000,20260605
Senegal,Champion,England > Poland > Portugal > Argentina,2,0.0,25000,20260605
Senegal,Champion,England > Poland > Spain > Argentina,2,0.0,25000,20260605
Senegal,Champion,England > Poland > Spain > Brazil,2,0.0,25000,20260605
Senegal,Champion,England > Poland > Switzerland > Netherlands,2,0.0,25000,20260605
Senegal,Champion,England > Poland > Switzerland > South Korea,2,0.0,25000,20260605
Senegal,Champion,England > France > Morocco > Croatia,1,0.0,25000,20260605
Senegal,Champion,England > France > Portugal > Argentina,1,0.0,25000,20260605
Senegal,Champion,England > France > Portugal > Brazil,1,0.0,25000,20260605
Senegal,Champion,England > France > Portugal > South Korea,1,0.0,25000,20260605
Senegal,Champion,England > France > Spain > United States,1,0.0,25000,20260605
Senegal,Champion,England > France > Switzerland > Brazil,1,0.0,25000,20260605
Senegal,Champion,England > France > Switzerland > Croatia,1,0.0,25000,20260605
Senegal,Champion,England > France > Switzerland > Netherlands,1,0.0,25000,20260605
Senegal,Champion,England > Poland > Morocco > Brazil,1,0.0,25000,20260605
Senegal,Champion,England > Poland > Morocco > Netherlands,1,0.0,25000,20260605
Senegal,Champion,England > Poland > Portugal > Netherlands,1,0.0,25000,20260605
Senegal,Champion,England > Poland > Portugal > United States,1,0.0,25000,20260605
Senegal,Champion,England > Poland > Spain > Croatia,1,0.0,25000,20260605
Senegal,Champion,England > Poland > Spain > Netherlands,1,0.0,25000,20260605
Senegal,Champion,England > Poland > Switzerland > Argentina,1,0.0,25000,20260605
Senegal,Champion,England > Poland > Switzerland > Brazil,1,0.0,25000,20260605
South Korea,Exit Last 16,None,21377,85.5,25000,20260605
South Korea,Exit QF,Brazil,2256,9.0,25000,20260605
South Korea,Exit SF,Brazil > Croatia,575,2.3,25000,20260605
South Korea,Exit SF,Brazil > Japan,476,1.9,25000,20260605
South Korea,Runner-up,Brazil > Croatia > Argentina,49,0.2,25000,20260605
South Korea,Runner-up,Brazil > Croatia > Netherlands,49,0.2,25000,20260605
South Korea,Runner-up,Brazil > Japan > Argentina,40,0.2,25000,20260605
South Korea,Runner-up,Brazil > Japan > Netherlands,36,0.1,25000,20260605
South Korea,Runner-up,Brazil > Croatia > United States,13,0.1,25000,20260605
South Korea,Runner-up,Brazil > Croatia > Australia,12,0.0,25000,20260605
South Korea,Runner-up,Brazil > Japan > United States,11,0.0,25000,20260605
South Korea,Runner-up,Brazil > Japan > Australia,9,0.0,25000,20260605
South Korea,Champion,Brazil > Croatia > Argentina > Portugal,6,0.0,25000,20260605
South Korea,Champion,Brazil > Croatia > Argentina > France,5,0.0,25000,20260605
South Korea,Champion,Brazil > Croatia > Netherlands > England,5,0.0,25000,20260605
South Korea,Champion,Brazil > Croatia > Netherlands > France,5,0.0,25000,20260605
South Korea,Champion,Brazil > Croatia > Netherlands > Spain,5,0.0,25000,20260605
South Korea,Champion,Brazil > Japan > Netherlands > Portugal,5,0.0,25000,20260605
South Korea,Champion,Brazil > Croatia > Argentina > England,4,0.0,25000,20260605
South Korea,Champion,Brazil > Croatia > Netherlands > Portugal,4,0.0,25000,20260605
South Korea,Champion,Brazil > Japan > Argentina > France,4,0.0,25000,20260605
South Korea,Champion,Brazil > Croatia > Argentina > Poland,3,0.0,25000,20260605
South Korea,Champion,Brazil > Croatia > Argentina > Spain,3,0.0,25000,20260605
South Korea,Champion,Brazil > Croatia > United States > France,3,0.0,25000,20260605
South Korea,Champion,Brazil > Japan > Netherlands > England,3,0.0,25000,20260605
South Korea,Champion,Brazil > Japan > Netherlands > Spain,3,0.0,25000,20260605
South Korea,Champion,Brazil > Croatia > Argentina > Morocco,2,0.0,25000,20260605
South Korea,Champion,Brazil > Croatia > Argentina > Senegal,2,0.0,25000,20260605
South Korea,Champion,Brazil > Croatia > Australia > England,2,0.0,25000,20260605
South Korea,Champion,Brazil > Croatia > Australia > Spain,2,0.0,25000,20260605
South Korea,Champion,Brazil > Croatia > United States > Senegal,2,0.0,25000,20260605
South Korea,Champion,Brazil > Japan > Argentina > England,2,0.0,25000,20260605
South Korea,Champion,Brazil > Japan > Argentina > Portugal,2,0.0,25000,20260605
South Korea,Champion,Brazil > Japan > Netherlands > Senegal,2,0.0,25000,20260605
South Korea,Champion,Brazil > Japan > Netherlands > Switzerland,2,0.0,25000,20260605
South Korea,Champion,Brazil > Japan > United States > France,2,0.0,25000,20260605
South Korea,Champion,Brazil > Japan > United States > Portugal,2,0.0,25000,20260605
South Korea,Champion,Brazil > Japan > United States > Switzerland,2,0.0,25000,20260605
South Korea,Champion,Brazil > Croatia > Argentina > Switzerland,1,0.0,25000,20260605
South Korea,Champion,Brazil > Croatia > Australia > France,1,0.0,25000,20260605
South Korea,Champion,Brazil > Croatia > Netherlands > Poland,1,0.0,25000,20260605
South Korea,Champion,Brazil > Croatia > Netherlands > Switzerland,1,0.0,25000,20260605
South Korea,Champion,Brazil > Croatia > United States > England,1,0.0,25000,20260605
South Korea,Champion,Brazil > Croatia > United States > Portugal,1,0.0,25000,20260605
South Korea,Champion,Brazil > Croatia > United States > Spain,1,0.0,25000,20260605
South Korea,Champion,Brazil > Croatia > United States > Switzerland,1,0.0,25000,20260605
South Korea,Champion,Brazil > Japan > Argentina > Spain,1,0.0,25000,20260605
South Korea,Champion,Brazil > Japan > Australia > England,1,0.0,25000,20260605
South Korea,Champion,Brazil > Japan > Australia > Morocco,1,0.0,25000,20260605
South Korea,Champion,Brazil > Japan > Australia > Spain,1,0.0,25000,20260605
South Korea,Champion,Brazil > Japan > Netherlands > Morocco,1,0.0,25000,20260605
South Korea,Champion,Brazil > Japan > Netherlands > Poland,1,0.0,25000,20260605
South Korea,Champion,Brazil > Japan > United States > England,1,0.0,25000,20260605
Spain,Exit QF,Morocco,7744,31.0,25000,20260605
Spain,Exit Last 16,None,5980,23.9,25000,20260605
Spain,Exit SF,Morocco > Portugal,2481,9.9,25000,20260605
Spain,Exit SF,Morocco > Switzerland,1521,6.1,25000,20260605
Spain,Runner-up,Morocco > Portugal > England,983,3.9,25000,20260605
Spain,Runner-up,Morocco > Portugal > France,897,3.6,25000,20260605
Spain,Runner-up,Morocco > Switzerland > England,601,2.4,25000,20260605
Spain,Runner-up,Morocco > Switzerland > France,539,2.2,25000,20260605
Spain,Runner-up,Morocco > Portugal > Poland,417,1.7,25000,20260605
Spain,Champion,Morocco > Portugal > England > Brazil,281,1.1,25000,20260605
Spain,Champion,Morocco > Portugal > France > Brazil,264,1.1,25000,20260605
Spain,Runner-up,Morocco > Switzerland > Poland,231,0.9,25000,20260605
Spain,Runner-up,Morocco > Portugal > Senegal,221,0.9,25000,20260605
Spain,Champion,Morocco > Portugal > England > Argentina,210,0.8,25000,20260605
Spain,Champion,Morocco > Switzerland > England > Brazil,200,0.8,25000,20260605
Spain,Champion,Morocco > Portugal > France > Argentina,192,0.8,25000,20260605
Spain,Champion,Morocco > Switzerland > England > Argentina,161,0.6,25000,20260605
Spain,Champion,Morocco > Switzerland > France > Brazil,149,0.6,25000,20260605
Spain,Runner-up,Morocco > Switzerland > Senegal,137,0.5,25000,20260605
Spain,Champion,Morocco > Portugal > England > Netherlands,129,0.5,25000,20260605
Spain,Champion,Morocco > Switzerland > France > Argentina,122,0.5,25000,20260605
Spain,Champion,Morocco > Portugal > Poland > Brazil,113,0.5,25000,20260605
Spain,Champion,Morocco > Switzerland > England > Netherlands,110,0.4,25000,20260605
Spain,Champion,Morocco > Portugal > France > Netherlands,109,0.4,25000,20260605
Spain,Champion,Morocco > Switzerland > France > Netherlands,95,0.4,25000,20260605
Spain,Champion,Morocco > Portugal > Poland > Argentina,88,0.4,25000,20260605
Spain,Champion,Morocco > Portugal > England > Croatia,83,0.3,25000,20260605
Spain,Champion,Morocco > Switzerland > Poland > Brazil,75,0.3,25000,20260605
Spain,Champion,Morocco > Portugal > France > Croatia,60,0.2,25000,20260605
Spain,Champion,Morocco > Portugal > Senegal > Argentina,60,0.2,25000,20260605
Spain,Champion,Morocco > Portugal > Poland > Netherlands,56,0.2,25000,20260605
Spain,Champion,Morocco > Switzerland > England > Croatia,56,0.2,25000,20260605
Spain,Champion,Morocco > Portugal > Senegal > Brazil,54,0.2,25000,20260605
Spain,Champion,Morocco > Switzerland > Poland > Argentina,53,0.2,25000,20260605
Spain,Champion,Morocco > Switzerland > Senegal > Brazil,48,0.2,25000,20260605
Spain,Champion,Morocco > Switzerland > France > Croatia,44,0.2,25000,20260605
Spain,Champion,Morocco > Portugal > Poland > Croatia,36,0.1,25000,20260605
Spain,Champion,Morocco > Switzerland > Poland > Netherlands,36,0.1,25000,20260605
Spain,Champion,Morocco > Switzerland > Senegal > Argentina,28,0.1,25000,20260605
Spain,Champion,Morocco > Portugal > Senegal > Croatia,23,0.1,25000,20260605
Spain,Champion,Morocco > Portugal > France > Japan,22,0.1,25000,20260605
Spain,Champion,Morocco > Portugal > Senegal > Netherlands,22,0.1,25000,20260605
Spain,Champion,Morocco > Switzerland > Poland > Croatia,21,0.1,25000,20260605
Spain,Champion,Morocco > Switzerland > Senegal > Netherlands,19,0.1,25000,20260605
Spain,Champion,Morocco > Portugal > England > Japan,16,0.1,25000,20260605
Spain,Champion,Morocco > Portugal > England > South Korea,16,0.1,25000,20260605
Spain,Champion,Morocco > Switzerland > France > Japan,14,0.1,25000,20260605
Spain,Champion,Morocco > Switzerland > England > Japan,13,0.1,25000,20260605
Spain,Champion,Morocco > Switzerland > England > United States,12,0.0,25000,20260605
Spain,Champion,Morocco > Portugal > France > South Korea,11,0.0,25000,20260605
Spain,Champion,Morocco > Switzerland > England > South Korea,11,0.0,25000,20260605
Spain,Champion,Morocco > Switzerland > France > South Korea,11,0.0,25000,20260605
Spain,Champion,Morocco > Portugal > England > United States,10,0.0,25000,20260605
Spain,Champion,Morocco > Portugal > France > United States,9,0.0,25000,20260605
Spain,Champion,Morocco > Switzerland > England > Australia,9,0.0,25000,20260605
Spain,Champion,Morocco > Switzerland > Poland > Japan,9,0.0,25000,20260605
Spain,Champion,Morocco > Portugal > England > Australia,8,0.0,25000,20260605
Spain,Champion,Morocco > Portugal > Poland > Japan,8,0.0,25000,20260605
Spain,Champion,Morocco > Portugal > Senegal > Japan,7,0.0,25000,20260605
Spain,Champion,Morocco > Switzerland > France > United States,7,0.0,25000,20260605
Spain,Champion,Morocco > Portugal > France > Australia,6,0.0,25000,20260605
Spain,Champion,Morocco > Portugal > Poland > South Korea,6,0.0,25000,20260605
Spain,Champion,Morocco > Portugal > Senegal > South Korea,6,0.0,25000,20260605
Spain,Champion,Morocco > Switzerland > France > Australia,6,0.0,25000,20260605
Spain,Champion,Morocco > Portugal > Poland > Australia,5,0.0,25000,20260605
Spain,Champion,Morocco > Switzerland > Senegal > South Korea,5,0.0,25000,20260605
Spain,Champion,Morocco > Switzerland > Poland > South Korea,4,0.0,25000,20260605
Spain,Champion,Morocco > Switzerland > Poland > United States,4,0.0,25000,20260605
Spain,Champion,Morocco > Switzerland > Senegal > Croatia,4,0.0,25000,20260605
Spain,Champion,Morocco > Portugal > Poland > United States,3,0.0,25000,20260605
Spain,Champion,Morocco > Switzerland > Senegal > United States,3,0.0,25000,20260605
Spain,Champion,Morocco > Switzerland > Senegal > Australia,2,0.0,25000,20260605
Spain,Champion,Morocco > Switzerland > Senegal > Japan,2,0.0,25000,20260605
Spain,Champion,Morocco > Portugal > Senegal > United States,1,0.0,25000,20260605
Spain,Champion,Morocco > Switzerland > Poland > Australia,1,0.0,25000,20260605
Switzerland,Exit Last 16,None,17147,68.6,25000,20260605
Switzerland,Exit QF,Portugal,5161,20.6,25000,20260605
Switzerland,Exit SF,Portugal > Spain,992,4.0,25000,20260605
Switzerland,Exit SF,Portugal > Morocco,623,2.5,25000,20260605
Switzerland,Runner-up,Portugal > Spain > England,196,0.8,25000,20260605
Switzerland,Runner-up,Portugal > Spain > France,156,0.6,25000,20260605
Switzerland,Runner-up,Portugal > Morocco > France,126,0.5,25000,20260605
Switzerland,Runner-up,Portugal > Morocco > England,123,0.5,25000,20260605
Switzerland,Runner-up,Portugal > Spain > Poland,95,0.4,25000,20260605
Switzerland,Runner-up,Portugal > Morocco > Poland,52,0.2,25000,20260605
Switzerland,Runner-up,Portugal > Spain > Senegal,51,0.2,25000,20260605
Switzerland,Champion,Portugal > Spain > England > Brazil,26,0.1,25000,20260605
Switzerland,Runner-up,Portugal > Morocco > Senegal,25,0.1,25000,20260605
Switzerland,Champion,Portugal > Spain > France > Brazil,17,0.1,25000,20260605
Switzerland,Champion,Portugal > Spain > France > Argentina,16,0.1,25000,20260605
Switzerland,Champion,Portugal > Spain > England > Netherlands,13,0.1,25000,20260605
Switzerland,Champion,Portugal > Spain > France > Netherlands,13,0.1,25000,20260605
Switzerland,Champion,Portugal > Morocco > England > Brazil,11,0.0,25000,20260605
Switzerland,Champion,Portugal > Morocco > France > Brazil,10,0.0,25000,20260605
Switzerland,Champion,Portugal > Morocco > Poland > Argentina,10,0.0,25000,20260605
Switzerland,Champion,Portugal > Spain > England > Argentina,10,0.0,25000,20260605
Switzerland,Champion,Portugal > Morocco > England > Croatia,8,0.0,25000,20260605
Switzerland,Champion,Portugal > Morocco > France > Argentina,8,0.0,25000,20260605
Switzerland,Champion,Portugal > Morocco > Poland > Netherlands,7,0.0,25000,20260605
Switzerland,Champion,Portugal > Spain > France > Croatia,7,0.0,25000,20260605
Switzerland,Champion,Portugal > Spain > Poland > Brazil,7,0.0,25000,20260605
Switzerland,Champion,Portugal > Morocco > England > Argentina,6,0.0,25000,20260605
Switzerland,Champion,Portugal > Morocco > France > Croatia,5,0.0,25000,20260605
Switzerland,Champion,Portugal > Morocco > Senegal > Brazil,5,0.0,25000,20260605
Switzerland,Champion,Portugal > Spain > England > Croatia,5,0.0,25000,20260605
Switzerland,Champion,Portugal > Spain > Poland > Argentina,5,0.0,25000,20260605
Switzerland,Champion,Portugal > Spain > England > Japan,4,0.0,25000,20260605
Switzerland,Champion,Portugal > Spain > Poland > Croatia,4,0.0,25000,20260605
Switzerland,Champion,Portugal > Spain > Poland > United States,4,0.0,25000,20260605
Switzerland,Champion,Portugal > Spain > Senegal > Argentina,4,0.0,25000,20260605
Switzerland,Champion,Portugal > Morocco > England > Netherlands,3,0.0,25000,20260605
Switzerland,Champion,Portugal > Morocco > Poland > Brazil,3,0.0,25000,20260605
Switzerland,Champion,Portugal > Spain > England > United States,3,0.0,25000,20260605
Switzerland,Champion,Portugal > Spain > Poland > Netherlands,3,0.0,25000,20260605
Switzerland,Champion,Portugal > Morocco > England > Japan,2,0.0,25000,20260605
Switzerland,Champion,Portugal > Morocco > England > United States,2,0.0,25000,20260605
Switzerland,Champion,Portugal > Morocco > France > Japan,2,0.0,25000,20260605
Switzerland,Champion,Portugal > Morocco > France > Netherlands,2,0.0,25000,20260605
Switzerland,Champion,Portugal > Morocco > Poland > Croatia,2,0.0,25000,20260605
Switzerland,Champion,Portugal > Morocco > Senegal > Croatia,2,0.0,25000,20260605
Switzerland,Champion,Portugal > Morocco > Senegal > United States,2,0.0,25000,20260605
Switzerland,Champion,Portugal > Spain > England > Australia,2,0.0,25000,20260605
Switzerland,Champion,Portugal > Spain > France > Japan,2,0.0,25000,20260605
Switzerland,Champion,Portugal > Spain > France > South Korea,2,0.0,25000,20260605
Switzerland,Champion,Portugal > Spain > Senegal > Brazil,2,0.0,25000,20260605
Switzerland,Champion,Portugal > Spain > Senegal > Croatia,2,0.0,25000,20260605
Switzerland,Champion,Portugal > Spain > Senegal > Netherlands,2,0.0,25000,20260605
Switzerland,Champion,Portugal > Morocco > France > South Korea,1,0.0,25000,20260605
Switzerland,Champion,Portugal > Morocco > Poland > Japan,1,0.0,25000,20260605
Switzerland,Champion,Portugal > Morocco > Poland > South Korea,1,0.0,25000,20260605
Switzerland,Champion,Portugal > Morocco > Senegal > Argentina,1,0.0,25000,20260605
Switzerland,Champion,Portugal > Morocco > Senegal > Japan,1,0.0,25000,20260605
Switzerland,Champion,Portugal > Spain > England > South Korea,1,0.0,25000,20260605
Switzerland,Champion,Portugal > Spain > France > Australia,1,0.0,25000,20260605
Switzerland,Champion,Portugal > Spain > France > United States,1,0.0,25000,20260605
Switzerland,Champion,Portugal > Spain > Poland > Japan,1,0.0,25000,20260605
Switzerland,Champion,Portugal > Spain > Senegal > Japan,1,0.0,25000,20260605
United States,Exit Last 16,None,19082,76.3,25000,20260605
United States,Exit QF,Netherlands,4716,18.9,25000,20260605
United States,Exit SF,Netherlands > Argentina,594,2.4,25000,20260605
United States,Exit SF,Netherlands > Australia,390,1.6,25000,20260605
United States,Runner-up,Netherlands > Argentina > Brazil,39,0.2,25000,20260605
United States,Runner-up,Netherlands > Australia > Brazil,34,0.1,25000,20260605
United States,Runner-up,Netherlands > Argentina > Croatia,26,0.1,25000,20260605
United States,Runner-up,Netherlands > Australia > Croatia,19,0.1,25000,20260605
United States,Runner-up,Netherlands > Argentina > South Korea,16,0.1,25000,20260605
United States,Runner-up,Netherlands > Argentina > Japan,12,0.0,25000,20260605
United States,Runner-up,Netherlands > Australia > South Korea,11,0.0,25000,20260605
United States,Runner-up,Netherlands > Australia > Japan,6,0.0,25000,20260605
United States,Champion,Netherlands > Argentina > Brazil > France,5,0.0,25000,20260605
United States,Champion,Netherlands > Argentina > Croatia > Spain,5,0.0,25000,20260605
United States,Champion,Netherlands > Argentina > Brazil > Portugal,4,0.0,25000,20260605
United States,Champion,Netherlands > Argentina > Brazil > Spain,4,0.0,25000,20260605
United States,Champion,Netherlands > Australia > Brazil > Portugal,4,0.0,25000,20260605
United States,Champion,Netherlands > Argentina > Japan > France,3,0.0,25000,20260605
United States,Champion,Netherlands > Australia > Croatia > Portugal,3,0.0,25000,20260605
United States,Champion,Netherlands > Australia > Japan > Spain,3,0.0,25000,20260605
United States,Champion,Netherlands > Argentina > Brazil > Poland,2,0.0,25000,20260605
United States,Champion,Netherlands > Argentina > Japan > Spain,2,0.0,25000,20260605
United States,Champion,Netherlands > Australia > Brazil > England,2,0.0,25000,20260605
United States,Champion,Netherlands > Australia > Brazil > France,2,0.0,25000,20260605
United States,Champion,Netherlands > Australia > Brazil > Spain,2,0.0,25000,20260605
United States,Champion,Netherlands > Australia > Croatia > France,2,0.0,25000,20260605
United States,Champion,Netherlands > Australia > South Korea > Portugal,2,0.0,25000,20260605
United States,Champion,Netherlands > Argentina > Croatia > England,1,0.0,25000,20260605
United States,Champion,Netherlands > Argentina > Croatia > Morocco,1,0.0,25000,20260605
United States,Champion,Netherlands > Argentina > Croatia > Portugal,1,0.0,25000,20260605
United States,Champion,Netherlands > Argentina > Japan > England,1,0.0,25000,20260605
United States,Champion,Netherlands > Argentina > South Korea > France,1,0.0,25000,20260605
United States,Champion,Netherlands > Argentina > South Korea > Portugal,1,0.0,25000,20260605
United States,Champion,Netherlands > Australia > Brazil > Poland,1,0.0,25000,20260605
United States,Champion,Netherlands > Australia > Croatia > Poland,1,0.0,25000,20260605
United States,Champion,Netherlands > Australia > Croatia > Switzerland,1,0.0,25000,20260605
United States,Champion,Netherlands > Australia > Japan > Poland,1,0.0,25000,20260605
