match_id,team1,team2,path,prediction,team1_base_elo,team1_qual_bonus,team2_base_elo,team2_qual_bonus,team1_path_fatigue,team2_path_fatigue,team1_path_opponent,team2_path_opponent,model_prediction,selection_source
M102,W99(W92(W79(A1(Mexico)))),W100(W95(W86(J1(Argentina)))),alt,Argentina (81%),1867,0,2113,40,506,266,Ivory Coast:0 > Netherlands:-15 > France:-45,G|Austria:-3 > Uruguay:0 > Paraguay:0 > Portugal:-29,Argentina (81%),model
M102,W99(W92(W79(A1(Mexico)))),W100(W96(W87(K1(Portugal)))),alt,Portugal (67%),1867,0,1984,51,506,282,Ivory Coast:0 > Netherlands:-15 > France:-45,G|Colombia:-4 > Panama:0 > Switzerland:-10 > Turkey:-20,Portugal (67%),model
M102,W99(W92(W79(A1(Mexico)))),W100(W96(W85(B1(Switzerland)))),alt,Mexico (54%),1867,0,1894,60,506,514,Ivory Coast:0 > Netherlands:-15 > France:-45,G|Canada:-1 > Algeria:0 > Netherlands:-15 > France:-45,Mexico (54%),model
M102,W99(W92(W79(A1(Mexico)))),W100(W95(W88(D2(Paraguay)))),alt,Mexico (68%),1867,0,1832,5,506,609,Ivory Coast:0 > Netherlands:-15 > France:-45,G|Turkey:-4 > Iran:0 > Argentina:-40 > Portugal:-29,Mexico (68%),model
M102,W99(W92(W79(A1(Mexico)))),W100(W96(W85(B1(Canada)))),alt,Mexico (61%),1867,0,1793,0,506,546,Ivory Coast:0 > Netherlands:-15 > France:-45,G|Switzerland:-3 > South Korea:0 > Netherlands:-15 > Argentina:-48,Mexico (61%),model
M102,W99(W92(W79(A1(Mexico)))),W100(W96(W87(K1(Colombia)))),alt,Colombia (50%),1867,0,1977,10,506,636,Ivory Coast:0 > Netherlands:-15 > France:-45,G|Portugal:-6 > Croatia:-5 > Spain:-45 > Turkey:-20,Colombia (50%),model
M102,W99(W92(W79(A1(Mexico)))),W100(W95(W86(H2(Uruguay)))),alt,Mexico (66%),1867,0,1892,10,506,504,Ivory Coast:0 > Netherlands:-15 > France:-45,G|Spain:-11 > Argentina:-20 > Paraguay:0 > Portugal:-29,Mexico (66%),model
M102,W99(W92(W79(A1(Mexico)))),W100(W95(W88(G2(Belgium)))),alt,Mexico (52%),1867,0,1888,58,506,384,Ivory Coast:0 > Netherlands:-15 > France:-45,Czechia:0 > Turkey:-17 > Portugal:-29,Mexico (52%),model
M102,W99(W91(W78(E2(Ecuador)))),W100(W95(W86(J1(Argentina)))),alt,Argentina (81%),1935,18,2113,40,511,266,G|Germany:-5 > South Korea:0 > France:-38 > Netherlands:-19,G|Austria:-3 > Uruguay:0 > Paraguay:0 > Portugal:-29,Argentina (81%),model
M102,W99(W91(W78(E2(Ecuador)))),W100(W96(W87(K1(Portugal)))),alt,Portugal (67%),1935,18,1984,51,511,282,G|Germany:-5 > South Korea:0 > France:-38 > Netherlands:-19,G|Colombia:-4 > Panama:0 > Switzerland:-10 > Turkey:-20,Portugal (67%),model
